"","縣市別","調查站_編號","調查站_地點","調查站_樁號_K","調查站_樁號_百位數","調查站_座標_經度","調查站_座標_緯度","路線編號","起迄地名_起點","起迄地名_迄點","起點樁號_K","起點樁號_百位數","迄點樁號_K","迄點樁號_百位數","地形","里程(公里)","路面寬度(公尺)","方向(往)","車道佈設_快車道寬度(公尺)_1","車道佈設_快車道寬度(公尺)_2","車道佈設_快車道寬度(公尺)_3","車道佈設_快車道寬度(公尺)_4","車道佈設_快車道寬度(公尺)_5","車道佈設_機慢車道寬度(公尺)_1","車道佈設_機慢車道寬度(公尺)_2","車道佈設_路肩寬度(公尺)","各車種車輛數(輛/日)_小型車","各車種車輛數(輛/日)_大客車","各車種車輛數(輛/日)_大貨車","各車種車輛數(輛/日)_全聯結車","各車種車輛數(輛/日)_半聯結車","各車種車輛數(輛/日)_機車","各車種車輛數(輛/日)_合計","總計_流量(PCU)","總計_車公里","尖峰小時_交通量(PCU)","尖峰小時_時段_起","尖峰小時_時段_迄","方向係數","備註"
"28","新竹縣","Ⅰ-14","波羅汶",60,700,"121.0381867","24.8798273","台1線","湖口","老湖口",57,926,60,918,"平原區",3,25.2,"南",3.5,3.5,0,0,0,2,0,2.5,3513,46,291,4,54,2128,6036,5683,18108,613,7,8,0.51,NA
"29","新竹縣","Ⅰ-15","湖口工業區陸橋",63,400,"121.006487","24.87918276","台1線","老湖口","山崎",60,918,65,0,"平原區",4.1,25.2,"北",3.5,3.5,3.5,0,0,0,0,1,14413,88,763,6,139,10961,26370,22702,108117,2416,7,8,0.52,NA
"30","新竹縣","Ⅰ-15","湖口工業區陸橋",63,400,"121.006487","24.87918276","台1線","老湖口","山崎",60,918,65,0,"平原區",4.1,25.2,"南",3.5,3.5,0,0,0,2,0,2.5,14728,96,757,6,118,10399,26104,23659,107026,2239,17,18,0.52,NA
"31","新竹縣","Ⅰ-16","鳳山溪橋",67,550,"121.0037085","24.8534749","台1線","山崎","新豐",65,0,68,78,"平原區",3.1,24.2,"北",3.5,3.5,0,0,0,2.1,0,1.2,15326,158,679,13,128,15402,31706,27786,98289,3131,7,8,0.53,NA
"32","新竹縣","Ⅰ-16","鳳山溪橋",67,550,"121.0037085","24.8534749","台1線","山崎","新豐",65,0,68,78,"平原區",3.1,24.2,"南",3.5,4,0,0,0,3,0,1.2,15177,153,657,13,95,15008,31103,27223,96419,2792,7,8,0.53,NA
"33","新竹縣","Ⅰ-17","中正東路",69,200,"121.0052924","24.8381254","台1線","新豐","竹北",68,78,69,253,"平原區",1.2,23.3,"北",3.5,3.5,0,0,0,0,0,2.8,11003,232,420,3,57,8912,20627,17508,24752,1544,8,9,0.53,NA
"34","新竹縣","Ⅰ-17","中正東路",69,200,"121.0052924","24.8381254","台1線","新豐","竹北",68,78,69,253,"平原區",1.2,23.3,"南",3.5,3.5,0,0,0,0,0,3.5,12961,254,490,3,54,10019,23781,20259,28537,1707,17,18,0.53,NA
"35","新竹縣","Ⅰ-18","光明六路",70,0,"121.0023159","24.8311828","台1線","竹北","下斗崙",69,253,70,546,"平原區",1.3,28.5,"北",3.5,3.5,0,0,0,2,0,3.5,14151,273,471,3,62,10670,25630,22932,33319,2232,8,9,0.52,NA
"36","新竹縣","Ⅰ-18","光明六路",70,0,"121.0023159","24.8311828","台1線","竹北","下斗崙",69,253,70,546,"平原區",1.3,28.5,"南",3.5,3.5,3.5,0,0,0,0,3,14741,173,501,4,61,11020,26500,22560,34450,2088,18,19,0.52,NA
"37","新竹縣","Ⅰ-19","頭前溪橋",70,900,"120.9976118","24.8254322","台1線","下斗崙","新竹縣縣市界",70,546,71,510,"平原區",1,38,"北",3.5,3.5,3.5,0,0,0,0,5.2,18143,203,664,1,67,10410,29488,25894,29488,2372,7,8,0.65,NA
"38","新竹縣","Ⅰ-19","頭前溪橋",70,900,"120.9976118","24.8254322","台1線","下斗崙","新竹縣縣市界",70,546,71,510,"平原區",1,38,"南",3.5,3.5,5.7,0,0,2.7,2.5,1.2,29531,178,828,2,106,24987,55632,48855,55632,4491,18,19,0.65,NA
"39","新竹市","Ⅰ-20","東大路路口",74,700,"120.9670968","24.8135906","台1線","新竹縣縣市界","西大路路口",71,510,75,440,"平原區",3.9,27.6,"北",3.5,3.5,4,0,0,0,0,1.6,9480,37,251,1,7,11842,21618,17042,84310,1620,7,8,0.53,NA
"40","新竹市","Ⅰ-20","東大路路口",74,700,"120.9670968","24.8135906","台1線","新竹縣縣市界","西大路路口",71,510,75,440,"平原區",3.9,27.6,"南",3.5,3.5,4,0,0,0,0,1.3,8712,87,249,2,6,10516,19572,15551,76331,1416,18,19,0.53,NA
"41","新竹市","Ⅰ-21","牛埔",79,0,"120.9371119","24.790729","台1線","西大路路口","新竹縣縣市界",75,440,85,250,"平原區",9.8,25.4,"北",3.5,3.5,0,0,0,2,0,2.4,7949,185,234,8,39,9028,17443,15039,170941,1616,7,8,0.55,NA
"42","新竹市","Ⅰ-21","牛埔",79,0,"120.9371119","24.790729","台1線","西大路路口","新竹縣縣市界",75,440,85,250,"平原區",9.8,25.4,"南",3.5,3.5,0,0,0,2,0,2.7,7940,171,273,9,39,8022,16454,14366,161249,1300,17,18,0.55,NA
"43","新竹縣","Ⅰ-22","中隘",87,300,"120.9159139","24.73121099","台1線","新竹縣縣市界","苗栗縣縣界",85,250,89,547,"平原區",4.3,31.4,"北",3.7,3.8,0,0,0,3,0,3.3,6909,152,537,9,217,2455,10279,10340,44200,1180,17,18,0.51,NA
"44","新竹縣","Ⅰ-22","中隘",87,300,"120.9159139","24.73121099","台1線","新竹縣縣市界","苗栗縣縣界",85,250,89,547,"平原區",4.3,31.4,"南",3.7,3.8,0,0,0,3,0,3.9,5993,130,373,4,121,2027,8648,8542,37186,1226,8,9,0.51,NA
"45","新北市","Ⅰ-23","台北橋",4,150,"121.5046668","25.0640399","台1甲線","台北橋","正義北路",3,357,4,489,"平原區",1.1,27.4,"北",3.2,3.2,0,0,0,3.1,3.1,0.2,10314,980,122,0,1,36893,48310,37795,53141,6141,8,9,0.57,"快慢分隔,2車道"
"46","新北市","Ⅰ-23","台北橋",4,150,"121.5046668","25.0640399","台1甲線","台北橋","正義北路",3,357,4,489,"平原區",1.1,27.4,"南",3.2,3.2,0,0,0,3.1,3.1,0.2,10598,918,125,1,2,37229,48873,38232,53760,4714,18,19,0.57,"快慢分隔,2車道"
"47","新北市","Ⅰ-24","電信局",5,900,"121.4881359","25.057524","台1甲線","正義北路","思源路口",4,489,9,971,"平原區",5.5,27.4,"北",3.5,3.5,3.5,0,0,0,0,2.2,7003,854,195,0,1,16978,25031,18767,137670,1635,8,9,0.52,NA
"48","新北市","Ⅰ-24","電信局",5,900,"121.4881359","25.057524","台1甲線","正義北路","思源路口",4,489,9,971,"平原區",5.5,27.4,"南",3.5,3.5,3.5,0,0,0,0,2.1,6373,705,145,0,12,15525,22760,17000,125180,1495,8,9,0.52,NA
"49","新北市","Ⅰ-25","新泰路口",10,800,"121.4485624","25.0352992","台1甲線","思源路口","桃園市市界",9,971,14,402,"平原區",4.4,20.1,"北",3.5,5.2,0,0,0,0,0,0.3,12539,782,478,0,14,21060,34873,27107,153441,2502,8,9,0.54,NA
"50","新北市","Ⅰ-25","新泰路口",10,800,"121.4485624","25.0352992","台1甲線","思源路口","桃園市市界",9,971,14,402,"平原區",4.4,20.1,"南",3.5,5.2,0,0,0,0,0,0.3,11667,1010,404,0,10,17739,30830,24461,135652,2090,7,8,0.54,NA
"51","桃園市","Ⅰ-26","嶺頂",20,0,"121.3694876","25.00744311","台1甲線","新北市市界","嶺頂",14,402,20,994,"平原區",6.6,20,"北",3.4,0,0,0,0,2.5,0,3,3497,62,368,1,39,3976,7943,6465,52424,720,7,8,0.67,NA
"52","桃園市","Ⅰ-26","嶺頂",20,0,"121.3694876","25.00744311","台1甲線","新北市市界","嶺頂",14,402,20,994,"平原區",6.6,20,"南",3.4,3.5,0,0,0,0,0,3,5505,59,567,1,44,7200,13376,10900,88282,1491,7,8,0.67,NA
"53","桃園市","Ⅰ-27","山頂村",25,500,"121.3217935","24.9916988","台1甲線","嶺頂","龜山",20,994,25,500,"平原區",4.5,24.9,"北",3.4,3.5,0,0,0,2.1,0,2.4,9394,256,243,0,3,13235,23131,19417,104090,2613,7,8,0.57,NA
"54","桃園市","Ⅰ-27","山頂村",25,500,"121.3217935","24.9916988","台1甲線","嶺頂","龜山",20,994,25,500,"平原區",4.5,24.9,"南",3.6,3.6,3.6,0,0,2.5,0,0.2,10299,458,208,0,4,13833,24802,20993,111609,1960,7,8,0.57,NA
"55","桃園市","Ⅰ-28","桃園電力公司",27,0,"121.3046973","24.98980825","台1甲線","龜山","桃園",25,500,27,408,"平原區",1.9,18.7,"北",3.4,3.5,0,0,0,0,0,2,10042,247,281,0,5,11225,21800,17585,41420,1817,7,8,0.58,NA
"56","桃園市","Ⅰ-28","桃園電力公司",27,0,"121.3046973","24.98980825","台1甲線","龜山","桃園",25,500,27,408,"平原區",1.9,18.7,"南",3.4,3.5,0,0,0,0,0,2.7,7923,234,176,0,2,11025,19360,15159,36784,1302,7,8,0.58,NA
"57","新北市","Ⅰ-29","竹圍",1,0,"121.4597602","25.1350839","台2線","關渡","紅樹林",0,0,1,155,"平原區",1.2,25.8,"東",3.4,3.4,4.2,0,0,0,0,1,40847,682,1429,5,211,26191,69365,60377,83238,4754,17,18,0.51,NA
"58","新北市","Ⅰ-29","竹圍",1,0,"121.4597602","25.1350839","台2線","關渡","紅樹林",0,0,1,155,"平原區",1.2,25.8,"西",3.4,3.4,4.2,0,0,0,0,1,40394,687,1463,6,194,23227,65971,58156,79165,4867,7,8,0.51,NA
"59","新北市","Ⅰ-30","紅樹林",3,400,"121.4592507","25.15683276","台2線","紅樹林","台2乙線交岔路口",1,155,3,596,"平原區",2.4,35.9,"東",3,3,3.2,3.6,4.6,0,0,2.1,37361,708,1400,6,203,26606,66284,57114,159082,4608,17,18,0.5,NA
"60","新北市","Ⅰ-30","紅樹林",3,400,"121.4592507","25.15683276","台2線","紅樹林","台2乙線交岔路口",1,155,3,596,"平原區",2.4,35.9,"西",3,3.2,3.8,0,0,0,0,0.4,37240,692,1279,6,186,26312,65715,56560,157716,4601,7,8,0.5,NA
"61","新北市","Ⅰ-31","金龍橋",5,600,"121.4577965","25.17458668","台2線","台2乙線交岔路口","金龍橋",3,596,6,0,"平原區",2.4,24.9,"東",3.1,3.6,4.2,0,0,0,0,1.5,24496,249,1127,6,195,15694,41767,36580,100241,2972,17,18,0.52,NA
"62","新北市","Ⅰ-31","金龍橋",5,600,"121.4577965","25.17458668","台2線","台2乙線交岔路口","金龍橋",3,596,6,0,"平原區",2.4,24.9,"西",3.5,3.5,4.5,0,0,0,0,0.5,24121,236,1042,6,164,17621,43190,37121,103656,3275,7,8,0.52,NA
"63","新北市","Ⅰ-32","新市一路",6,900,"121.4502011","25.18237753","台2線","金龍橋","公埔崙",6,0,7,500,"平原區",1.5,25.4,"東",3.3,3.3,3.3,0,0,0,0,0.2,19818,272,929,4,192,10546,31761,28536,47642,2251,7,8,0.55,NA
"64","新北市","Ⅰ-32","新市一路",6,900,"121.4502011","25.18237753","台2線","金龍橋","公埔崙",6,0,7,500,"平原區",1.5,25.4,"西",3.5,3.5,3.5,0,0,0,0,0.2,20810,275,937,4,157,13005,35188,30915,52782,2730,7,8,0.55,NA
"65","新北市","Ⅰ-33","林子",8,900,"121.448075","25.19957192","台2線","公埔崙","林子",7,500,8,521,"平原區",1,22.3,"東",3.5,3.5,0,0,0,0,0,3.1,12072,299,639,1,116,8253,21380,18783,21380,1848,7,8,0.51,NA
"66","新北市","Ⅰ-33","林子",8,900,"121.448075","25.19957192","台2線","公埔崙","林子",7,500,8,521,"平原區",1,22.3,"西",3.5,3.5,0,0,0,0,0,3.6,12520,295,601,1,98,8797,22312,19440,22312,1960,17,18,0.51,NA
"67","新北市","Ⅰ-34","三芝",19,100,"121.4960354","25.2598649","台2線","林子","三芝",8,521,21,0,"平原區",12.5,24.6,"東",3.7,3.5,0,0,0,2.5,0,1.2,7523,244,229,0,70,3925,11991,11191,149888,1048,15,16,0.56,NA
"68","新北市","Ⅰ-34","三芝",19,100,"121.4960354","25.2598649","台2線","林子","三芝",8,521,21,0,"平原區",12.5,24.6,"西",3.5,3.5,0,0,0,2.5,0,1.8,7870,227,200,1,50,4087,12435,11525,155438,1347,17,18,0.56,NA
"69","新北市","Ⅰ-35","石門",27,900,"121.5646332","25.29093356","台2線","三芝","乾華",21,0,32,0,"平原區",11,19.6,"東",3.5,3.5,0,0,0,0,0,1.5,4154,128,137,0,57,1338,5814,5526,63954,671,16,17,0.58,NA
"70","新北市","Ⅰ-35","石門",27,900,"121.5646332","25.29093356","台2線","三芝","乾華",21,0,32,0,"平原區",11,19.6,"西",3.5,3.5,0,0,0,0,0,1.5,4595,123,122,1,43,1760,6644,6151,73084,945,15,16,0.58,NA
"71","新北市","Ⅰ-36","金山",43,600,"121.6482901","25.2113215","台2線","乾華","金山",32,0,45,0,"平原區",13,18.2,"東",3.5,3.5,0,0,0,0,0,1.1,9566,297,278,0,83,2378,12602,12105,163826,1467,16,17,0.51,NA
"72","新北市","Ⅰ-36","金山",43,600,"121.6482901","25.2113215","台2線","乾華","金山",32,0,45,0,"平原區",13,18.2,"西",3.5,3.5,0,0,0,0,0,1.1,9742,290,263,0,67,2568,12930,12314,168090,1423,15,16,0.51,NA
"73","新北市","Ⅰ-37","萬里隧道",47,0,"121.6775462","25.2004511","台2線","金山","萬里",45,0,48,950,"平原區",4,16.8,"東",3.2,3.5,0,0,0,0,0,1,8954,86,221,0,84,1649,10994,10656,43976,1437,16,17,0.55,NA
"74","新北市","Ⅰ-37","萬里隧道",47,0,"121.6775462","25.2004511","台2線","金山","萬里",45,0,48,950,"平原區",4,16.8,"西",3.1,3.8,0,0,0,0,0,0.7,8875,79,220,1,67,1702,10944,10549,43776,1176,11,12,0.55,NA
"75","新北市","Ⅰ-38","萬里大橋",50,150,"121.6919875","25.17978924","台2線","萬里","基隆市市界",48,950,52,0,"平原區",3.1,24,"東",3.5,3.5,0,0,0,0,0,4.1,9761,93,240,1,83,1459,11637,11388,36075,1384,17,18,0.51,NA
"76","新北市","Ⅰ-38","萬里大橋",50,150,"121.6919875","25.17978924","台2線","萬里","基隆市市界",48,950,52,0,"平原區",3.1,24,"西",3.5,3.5,0,0,0,0,0,4.1,10517,86,226,0,70,1768,12667,12256,39268,1463,11,12,0.51,NA
"77","基隆市","Ⅰ-39","大武崙",55,800,"121.6998118","25.1489634","台2線","新北市市界","破瀨",52,0,58,990,"平原區",7,17.4,"東",3.8,0,0,0,0,2.1,0,1.5,15021,531,612,8,269,4165,20606,20221,144242,1847,16,17,0.5,NA
"78","基隆市","Ⅰ-39","大武崙",55,800,"121.6998118","25.1489634","台2線","新北市市界","破瀨",52,0,58,990,"平原區",7,17.4,"西",3.8,0,0,0,0,2.1,0,2.1,15255,499,641,11,275,4064,20745,20425,145215,1822,16,17,0.5,NA
"79","基隆市","Ⅰ-40","碧沙橋",68,300,"121.7836201","25.1461204","台2線","破瀨","新北市市界",58,990,70,503,"平原區",11.5,15.2,"東",3.5,0,0,0,0,1.6,0,2.8,5608,250,173,0,13,8010,14054,10498,161621,902,17,18,0.52,NA
"80","基隆市","Ⅰ-40","碧沙橋",68,300,"121.7836201","25.1461204","台2線","破瀨","新北市市界",58,990,70,503,"平原區",11.5,15.2,"西",3.5,0,0,0,0,1.6,0,2,5018,268,126,0,12,8376,13800,10030,158700,973,17,18,0.52,NA
"81","新北市","Ⅰ-41","瑞濱",73,800,"121.8232635","25.1210315","台2線","基隆市市界","水湳洞",70,503,81,545,"平原區",11,23.8,"東",3.5,3.5,0,0,0,0,0,2.4,6313,107,352,64,1201,1486,9523,11689,104753,1216,9,10,0.53,NA
"82","新北市","Ⅰ-41","瑞濱",73,800,"121.8232635","25.1210315","台2線","基隆市市界","水湳洞",70,503,81,545,"平原區",11,23.8,"西",3.5,3.5,3.5,0,0,0,0,2,6292,120,356,81,1232,1623,9704,11919,106744,1385,16,17,0.53,NA
"83","新北市","Ⅰ-42","和美",91,0,"121.9144739","25.0794757","台2線","水湳洞","澳底",81,545,94,798,"平原區",13.3,12.1,"東",3.5,0,0,0,0,0,0,2.3,2629,44,311,55,1237,311,4587,7371,61007,832,12,13,0.67,NA
"84","新北市","Ⅰ-42","和美",91,0,"121.9144739","25.0794757","台2線","水湳洞","澳底",81,545,94,798,"平原區",13.3,12.1,"西",3.5,0,0,0,0,0,0,2.8,2647,53,264,68,1219,426,4677,7355,62204,403,12,13,0.67,NA
"85","新北市","Ⅰ-43","隆隆橋",100,800,"121.9456796","25.0168814","台2線","澳底","宜蘭縣縣市界",94,798,113,646,"平原區",18.8,11.7,"東",3.6,0,0,0,0,0,0,2.5,1929,34,263,64,1199,485,3974,6555,74711,319,15,16,0.76,NA
"86","新北市","Ⅰ-43","隆隆橋",100,800,"121.9456796","25.0168814","台2線","澳底","宜蘭縣縣市界",94,798,113,646,"平原區",18.8,11.7,"西",3.6,0,0,0,0,0,0,1.8,3317,44,263,56,1253,903,5836,8310,109717,1010,15,16,0.76,NA
"87","新北市","Ⅰ-44","重光",1,850,"121.6139945","25.2180367","台2甲線","金山","台北市市界",0,0,9,425,"平原區",9.4,10,"東",4.2,0,0,0,0,0,0,1,1936,19,56,0,3,862,2876,2526,27034,380,15,16,0.52,NA
"88","新北市","Ⅰ-44","重光",1,850,"121.6139945","25.2180367","台2甲線","金山","台北市市界",0,0,9,425,"平原區",9.4,10,"西",4.2,0,0,0,0,0,0,0.6,2019,17,47,0,4,1000,3087,2659,29018,356,15,16,0.52,NA
"89","新北市","Ⅰ-45","竿蓁林",15,200,"121.4564526","25.159121","台2乙線","登輝大道","淡水",10,931,16,996,"平原區",6.1,21.8,"東",3.5,3.5,0,0,0,0,0,2.6,13059,398,255,0,12,14013,27737,22483,169196,2016,17,18,0.55,NA
"90","新北市","Ⅰ-45","竿蓁林",15,200,"121.4564526","25.159121","台2乙線","登輝大道","淡水",10,931,16,996,"平原區",6.1,21.8,"西",3.5,3.5,0,0,0,0,0,2.7,13697,406,304,0,21,13982,28410,23214,173301,2455,7,8,0.55,NA
"91","新北市","Ⅰ-46","清潔隊",17,600,"121.4395705","25.1726635","台2乙線","淡水","林子",16,996,25,217,"平原區",8.2,17.2,"東",3.4,3.5,0,0,0,0,0,0.8,8119,739,196,0,7,7816,16877,14233,138391,1278,19,20,0.55,NA
"92","新北市","Ⅰ-46","清潔隊",17,600,"121.4395705","25.1726635","台2乙線","淡水","林子",16,996,25,217,"平原區",8.2,17.2,"西",3.4,3.5,0,0,0,0,0,0.8,5549,682,157,0,13,3462,9863,8924,80877,1036,20,21,0.55,NA
"93","基隆市","Ⅰ-47","水源橋",0,400,"121.7359","25.101985","台2丙線","暖暖","東勢寮",0,0,3,900,"平原區",3.9,12.2,"東",3.5,0,0,0,0,0,0,2.5,7742,89,91,0,3,3117,11042,9670,43064,690,17,18,0.56,NA
"94","基隆市","Ⅰ-47","水源橋",0,400,"121.7359","25.101985","台2丙線","暖暖","東勢寮",0,0,3,900,"平原區",3.9,12.2,"西",3.5,0,0,0,0,0,0,2.5,7540,129,104,0,2,2848,10623,9436,41430,876,17,18,0.56,NA
